SMILES,IC50,,,
Fc1cccc(CCNC(=O)C(N(C2CCCCCC2)C(=O)c2cocn2)c2cccnc2)c1,> 99.5,,,
Cc1nc2ccc(cc2o1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,> 99.5,,,
Cn1ccc2cc(ccc12)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,23.8,,,
COc1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,22.2,,,
Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2ccc3nc([nH]c3c2)C(F)(F)F)c2cccnc2)c1,77.6,,,
Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2ccc(cc2)S(=O)(=O)C2CCCC2)c2cccnc2)c1,> 99.5,,,
Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2ccc(Cn3cccn3)cc2)c2cccnc2)c1,8.34,,,
Fc1cccc(CCNC(=O)C(N(C2CCCOC2)C(=O)c2cocn2)c2cccnc2)c1,> 99.5,,,
Fc1cccc(CCNC(=O)C(N(C2CCCCC2)C(=O)c2cocn2)c2cccnc2)c1,> 99.5,,,
CC(C)Oc1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,0.609,,,
CS(=O)(=O)Cc1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,27.7,,,
Cn1cnc2cc(ccc12)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,> 99.5,,,
CS(=O)(=O)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,75.9,,,
Cn1ncc2cc(ccc12)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,48,,,
Fc1cccc(CCNC(=O)C(N(Cc2cccnc2)C(=O)c2cocn2)c2cccnc2)c1,,,,
COC1CC2(C1)CC(C2)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,> 99.5,,,
CC(C)S(=O)(=O)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,66.1,,,
Fc1cccc(CCNC(=O)C(N(C2COc3ccccc3C2)C(=O)c2cocn2)c2cccnc2)c1,> 99.5,,,
Fc1ccc2C(CCc2c1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,> 99.5,,,
Fc1cccc(CCNC(=O)C(N(C2CC3CCCC3C2)C(=O)c2cocn2)c2cccnc2)c1,> 99.5,,,
CN1C(=O)CCc2cc(ccc12)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,63.5,,,
CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,0.557,,,
CN(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,> 99.5,,,
CCN(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,> 99.5,,,
Cc1ccncc1C(N(C(=O)c1ccco1)c1ccc(cc1)C(C)(C)C)C(=O)NCCc1cccc(F)c1,0.112,,,
CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cncc2ccccc12)C(=O)c1ccco1,0.403,,,
COc1cncc(C(N(C(=O)c2ccco2)c2ccc(cc2)C(C)(C)C)C(=O)NCCc2cccc(F)c2)c1C,> 99.5,,,
Nc1ccc2[nH]c(cc2c1)C(=O)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,> 99.5,,,
COC(=O)C(C)(CN(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1)c1ccccc1F,> 99.5,,,
Fc1cccc(CCNC(=O)C(N(C2CCN(CC2)c2ccccc2)C(=O)c2ccco2)c2cccnc2)c1,79.6,,,
Fc1cccc(CCNC(=O)C(N(C(=O)c2ccco2)c2ccc(Oc3ccc(cc3)C(F)(F)F)c(c2)C#N)c2cccnc2)c1,> 99.5,,,
Fc1cccc(CCNC(=O)C(N(C2CCCC(C2)c2ccc(F)c(F)c2)C(=O)c2ccco2)c2cccnc2)c1,> 99.5,,,
COc1cc(C)ccc1N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,> 99.5,,,
Fc1cccc(CCNC(=O)C(N(C(=O)c2ccco2)c2ccc(cc2)C#N)c2cccnc2)c1,10.4,,,
CC(=O)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,56.3,,,
COc1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,30.5,,,
Fc1cccc(CCNC(=O)C(N([C@H]2C[C@@H](C2)c2cc(F)cc(F)c2)C(=O)c2ccco2)c2cccnc2)c1,> 99.5,,,
CSc1ccc(CN(C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2ccco2)cc1C#N,54.9,,,
Oc1ccc2CCCCc2c1CN(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,12.1,,,
COc1ccc(cc1OCCO)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,> 99.5,,,
COC(=O)CCSc1cc(Cl)ccc1N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,16.6,,,
Fc1cccc(CCNC(=O)C(N(C(=O)c2ccco2)c2ccc(cc2)-c2n[nH]c3CCOCc23)c2cccnc2)c1,43,,,
COc1ccc(cc1NC(=O)C1CCCCC1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,62.7,,,
Fc1cccc(CCNC(=O)C(N(C(=O)c2ccco2)c2cccc(CSC3CCOCC3)c2)c2cccnc2)c1,> 99.5,,,
CC(C)(C)c1cnc(s1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,3.94,,,
CC(C)c1cc(ccc1C(F)(F)F)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,> 99.5,,,
Fc1cccc(CCNC(=O)C(N(Cc2ccccc2C2CCC2)C(=O)c2ccco2)c2cccnc2)c1,1.93,,,
COc1ccccc1N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,> 99.5,,,
Fc1cccc(CCNC(=O)C(N(Cc2cc(cs2)C(F)(F)F)C(=O)c2ccco2)c2cccnc2)c1,> 99.5,,,
Fc1cccc(CCNC(=O)C(N(C(=O)c2ccco2)c2ccc(cc2)C2CCCC2)c2cccnc2)c1,0.282,,,
CCOC1CC2(CC2N(C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2ccco2)C1,> 99.5,,,
Fc1cccc(CCNC(=O)C(N(Cc2ccccc2)C(=O)c2ccco2)c2cccnc2)c1,> 99.5,,,
