,SMILES
203,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2nc3ccccc3o2)c2cccnc2)cc1
204,COc1ncccc1CCNC(=O)C(c1cccnc1)N(C(=O)c1cnc[nH]1)c1ccc(OC(C)C)cc1
205,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cn[nH]c2)c2cccnc2)cc1
206,Cc1nnc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)s1
207,Cc1nnc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)s1
208,Cc1cc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)on1
209,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccc(N3CCOCC3)c(F)c2)c2cccnc2)cc1
210,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cccc(C#N)c2)c2cccnc2)cc1
211,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cccc(C#N)c2)c2cccnc2)cc1
212,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2nnnn2-c2ccccc2)c2cccnc2)cc1
213,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccc(F)cn2)c2cccnc2)cc1
214,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cnn(C)c2)c2cccnc2)cc1
215,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ncccc2F)c2cccnc2)cc1
216,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ncccc2F)c2cccnc2)cc1
217,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2c[nH]nc2C(F)(F)F)c2cccnc2)cc1
218,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2nc(=O)o[nH]2)c2cccnc2)cc1
219,Cc1cccc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)n1
220,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2nnc3n2CCC3)c2cccnc2)cc1
221,Cc1nnc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)n1C
222,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccc3c(c2)CCO3)c2cccnc2)cc1
223,COc1ccc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)c(F)c1
224,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cnc[nH]2)c2cccnc2)cc1
225,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2nnc(-c3ccccc3)n2C)c2cccnc2)cc1
226,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccc3c(c2)OCCO3)c2cccnc2)cc1
227,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cc(-c3ccncc3)[nH]n2)c2cccnc2)cc1
228,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cnc(Cl)s2)c2cccnc2)cc1
229,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2n[nH]c(=S)o2)c2cccnc2)cc1
230,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cn3c(n2)CCC3)c2cccnc2)cc1
231,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2nn(C)c3ccccc23)c2cccnc2)cc1
232,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccnn2C)c2cccnc2)cc1
233,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2nc(-c3ccccc3)n[nH]2)c2cccnc2)cc1
234,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccn(C)n2)c2cccnc2)cc1
235,Cc1nc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)cs1
236,Cc1cnc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)nc1
237,Cc1cnccc1CCNC(=O)C(c1cccnc1)N(C(=O)c1cnc[nH]1)c1ccc(OC(C)C)cc1
238,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cnc(C3CC3)nc2)c2cccnc2)cc1
239,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cnc(C(C)C)nc2)c2cccnc2)cc1
240,COc1cc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)ccc1F
241,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cnccn2)c2cccnc2)cc1
242,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2nnnn2C)c2cccnc2)cc1
243,CCc1nc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)no1
244,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2nc3cc(F)ccc3[nH]2)c2cccnc2)cc1
245,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cc(=O)[nH][nH]2)c2cccnc2)cc1
246,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccon2)c2cccnc2)cc1
247,COc1cc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)c([N+](=O)[O-])cc1OC
248,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2nc3c(F)cccc3n2C)c2cccnc2)cc1
249,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2nncn2C)c2cccnc2)cc1
250,Cc1nn(C)c(C)c1CCNC(=O)C(c1cccnc1)N(C(=O)c1cnc[nH]1)c1ccc(OC(C)C)cc1
251,Cc1ccn2cc(CCNC(=O)C(c3cccnc3)N(C(=O)c3cnc[nH]3)c3ccc(OC(C)C)cc3)nc2n1
252,Cc1ncc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)s1
253,Cc1cccc2nc(CCNC(=O)C(c3cccnc3)N(C(=O)c3cnc[nH]3)c3ccc(OC(C)C)cc3)cn12
254,Cc1c(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)cnn1C
255,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ncnn2C)c2cccnc2)cc1
256,Cc1nc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)no1
257,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ncn(C)n2)c2cccnc2)cc1
258,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2nnc(-c3ccccc3)o2)c2cccnc2)cc1
259,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2n[nH]c(=O)[nH]2)c2cccnc2)cc1
260,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ncno2)c2cccnc2)cc1
261,CCc1cnc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)s1
262,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2nnc(-c3ccccc3)o2)c2cccnc2)cc1
263,CCOc1cccc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)n1
264,Cc1[nH]cnc1CCNC(=O)C(c1cccnc1)N(C(=O)c1cnc[nH]1)c1ccc(OC(C)C)cc1
265,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccc(CN3CCCC3=O)cc2)c2cccnc2)cc1
266,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccc(S(C)(=O)=O)cc2)c2cccnc2)cc1
267,Cc1cnc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)s1
268,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ncon2)c2cccnc2)cc1
269,CNC(=O)c1cccc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)c1
270,Cc1nc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)sc1C
271,Cc1nc(N(C)C)sc1CCNC(=O)C(c1cccnc1)N(C(=O)c1cnc[nH]1)c1ccc(OC(C)C)cc1
272,Cc1cnc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)s1
273,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ncc[nH]2)c2cccnc2)cc1
274,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccn(C(C)C)n2)c2cccnc2)cc1
275,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2nc3ccccc3n2C)c2cccnc2)cc1
276,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccc3c(c2)CCO3)c2cccnc2)cc1
277,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2nc(Cc3ccccc3)no2)c2cccnc2)cc1
278,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2noc(-c3ccccn3)n2)c2cccnc2)cc1
279,Cc1noc(C)c1CCNC(=O)C(c1cccnc1)N(C(=O)c1cnc[nH]1)c1ccc(OC(C)C)cc1
280,Cc1nc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)n[nH]1
281,COc1cc(OC)c(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)c(OC)c1
282,Cc1cc(C)nc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)n1
283,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2nc3cc(F)ccc3n2C)c2cccnc2)cc1
284,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2csc(N(C)C)n2)c2cccnc2)cc1
285,COc1ccc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)cc1F
286,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccc(OCCN(C)C)cc2)c2cccnc2)cc1
287,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2nc(-c3ccncc3)no2)c2cccnc2)cc1
288,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2nccn2C(F)F)c2cccnc2)cc1
289,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccc(N(C)C)cc2)c2cccnc2)cc1
290,Cc1noc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)n1
291,CCc1nc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)cs1
292,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccc([N+](=O)[O-])cc2)c2cccnc2)cc1
293,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2nnc3ccccn23)c2cccnc2)cc1
294,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cnn(-c3ccccc3)n2)c2cccnc2)cc1
295,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cc(F)cc3c2OCOC3)c2cccnc2)cc1
296,Cc1csc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)n1
297,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cn3ccccc3n2)c2cccnc2)cc1
298,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cscn2)c2cccnc2)cc1
299,COc1cccc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)c1
300,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2nccs2)c2cccnc2)cc1
301,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccc3c(c2)OCO3)c2cccnc2)cc1
302,Cc1nc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)cs1
303,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccncc2)c2cccnc2)cc1
304,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cccnc2)c2cccnc2)cc1
305,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cn3ccccc3n2)c2cccnc2)cc1
306,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccc3c(c2)OCCO3)c2cccnc2)cc1
307,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccc(OCC(=O)NC3CC3)cc2)c2cccnc2)cc1
308,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccccn2)c2cccnc2)cc1
309,CC(=O)N1CCN(CCOc2ccc(CCNC(=O)C(c3cccnc3)N(C(=O)c3cnc[nH]3)c3ccc(OC(C)C)cc3)cc2)CC1
310,CC(=O)Nc1ccc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)cc1
311,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccnc(Cl)c2)c2cccnc2)cc1
312,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccc(Cl)nc2)c2cccnc2)cc1
313,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cccnc2Cl)c2cccnc2)cc1
314,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2nnc(CO)s2)c2cccnc2)cc1
315,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccc(O)c([N+](=O)[O-])c2)c2cccnc2)cc1
316,COc1cccc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)c1O
317,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccc(CO)cc2)c2cccnc2)cc1
318,COc1cc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)cc(OC)c1O
319,Cc1ccc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)cc1O
320,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cncnc2O)c2cccnc2)cc1
321,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cncc(O)c2)c2cccnc2)cc1
322,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cc(O)no2)c2cccnc2)cc1
323,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccnc(O)n2)c2cccnc2)cc1
324,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cccc(O)c2)c2cccnc2)cc1
325,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ocnc2CO)c2cccnc2)cc1
326,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cc(O)cc(F)c2)c2cccnc2)cc1
327,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2c(F)cc(O)cc2F)c2cccnc2)cc1
328,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccc(O)c(CO)c2)c2cccnc2)cc1
329,COc1ccc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)cc1O
330,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccc(O)cc2F)c2cccnc2)cc1
331,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cnc(O)nc2)c2cccnc2)cc1
332,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccnc(O)c2)c2cccnc2)cc1
333,COc1cc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)cc(OC)c1O
334,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccc(O)cn2)c2cccnc2)cc1
335,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccc(O)cc2)c2cccnc2)cc1
336,COc1cc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)ccc1O
337,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccc(CO)cc2)c2cccnc2)cc1
338,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccc(OCCO)cc2)c2cccnc2)cc1
339,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccccc2O)c2cccnc2)cc1
340,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2cc(O)n(C)n2)c2cccnc2)cc1
341,COc1ccc(CCNC(=O)C(c2cccnc2)N(C(=O)c2cnc[nH]2)c2ccc(OC(C)C)cc2)c(O)c1
342,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccc(OCCO)cc2)c2cccnc2)cc1
343,CC(C)Oc1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NCCc2ccccc2O)c2cccnc2)cc1
